14 07 06  07 04 01  87.7193  118.0155  24.4694
14 07 06  07 05 01  87.7193  117.8659  24.4656
14 07 06  07 06 02  87.5707  117.8659  24.4656
14 07 06  07 07 01  87.6698  117.8908  24.4656
14 07 06  07 08 01  87.7193  117.7911  24.4617
14 07 06  07 09 01  87.6202  117.8659  24.4617
14 07 06  07 10 01  87.6202  117.8659  24.4617
14 07 06  07 11 01  87.6698  117.7661  24.4656
14 07 06  07 12 01  87.7688  117.7412  24.4617
14 07 06  07 13 01  87.6202  117.8410  24.4656
14 07 06  07 14 01  87.9423  117.7911  24.4694
14 07 06  07 15 01  87.8184  117.9906  24.4617
14 07 06  07 16 01  87.7441  118.0904  24.4656
14 07 06  07 17 01  87.9175  117.8659  24.4656
14 07 06  07 18 02  87.8679  117.8908  24.4579
14 07 06  07 19 01  87.7441  117.8410  24.4694
14 07 06  07 20 01  87.8679  117.7911  24.4656
14 07 06  07 21 01  87.6698  118.0904  24.4694
14 07 06  07 22 01  87.7441  117.9407  24.4617
14 07 06  07 23 02  87.8679  117.9906  24.4617
14 07 06  07 24 01  87.8432  118.0654  24.4617
14 07 06  07 25 01  87.7688  117.8659  24.4656
14 07 06  07 26 01  87.6698  117.9906  24.4617
14 07 06  07 27 01  87.8184  117.8908  24.4656
14 07 06  07 28 01  87.7688  118.1652  24.4656
14 07 06  07 29 01  87.7688  117.9657  24.4694
14 07 06  07 30 01  87.5707  117.9906  24.4694
14 07 06  07 31 02  87.8927  118.0904  24.4656
14 07 06  07 32 01  87.8184  118.1402  24.4694
14 07 06  07 33 01  87.7936  118.0904  24.4617
14 07 06  07 34 02  87.6450  117.9657  24.4656
14 07 06  07 35 02  87.6450  117.9657  24.4617
14 07 06  07 36 01  87.7936  118.1153  24.4579
14 07 06  07 37 01  87.7688  118.2151  24.4656
14 07 06  07 38 01  87.7936  118.0904  24.4694
14 07 06  07 39 01  87.6945  117.8160  24.4617
14 07 06  07 40 01  87.7936  118.1402  24.4694
14 07 06  07 41 01  87.5211  118.0654  24.4617
14 07 06  07 42 01  87.6450  118.0155  24.4656
14 07 06  07 43 01  87.6450  118.1402  24.4656
14 07 06  07 44 01  87.8432  117.9158  24.4656
14 07 06  07 45 01  87.7936  118.1652  24.4656
14 07 06  07 46 01  87.6450  118.0654  24.4656
14 07 06  07 47 01  87.6945  118.0654  24.4656
14 07 06  07 48 01  87.5954  118.0654  24.4694
14 07 06  07 49 01  87.8184  118.1153  24.4656
14 07 06  07 50 01  87.5211  117.9906  24.4656
14 07 06  07 51 02  87.5459  118.1901  24.4656
14 07 06  07 52 01  87.7193  118.1901  24.4617
14 07 06  07 53 01  87.6698  118.1402  24.4656
14 07 06  07 54 01  87.5459  117.9657  24.4694
14 07 06  07 55 01  87.7193  118.1652  24.4656
14 07 06  07 56 01  87.5211  118.1402  24.4656
14 07 06  07 57 01  87.7688  118.2899  24.4656
14 07 06  07 58 01  87.8679  118.2649  24.4656
14 07 06  07 59 01  87.7688  118.2649  24.4656
14 07 06  08 00 01  87.6202  118.3148  24.4617
14 07 06  08 01 01  87.7193  118.2649  24.4732
14 07 06  08 02 01  87.8184  118.0904  24.4694
14 07 06  08 03 01  87.6202  118.2151  24.4656
14 07 06  08 04 01  87.7688  118.2151  24.4656
14 07 06  08 05 01  87.6202  118.3398  24.4656
14 07 06  08 06 01  87.8184  118.3148  24.4694
14 07 06  08 07 01  87.7688  118.2649  24.4656
14 07 06  08 08 01  87.7193  118.1652  24.4617
14 07 06  08 09 01  87.8184  118.1402  24.4656
14 07 06  08 10 01  87.7441  118.1901  24.4656
14 07 06  08 11 01  87.8679  118.3148  24.4617
14 07 06  08 12 02  87.7688  118.2400  24.4694
14 07 06  08 13 01  87.6945  118.3398  24.4656
14 07 06  08 14 01  87.5459  118.1901  24.4694
14 07 06  08 15 01  87.7688  118.4395  24.4617
14 07 06  08 16 01  87.7441  118.4146  24.4732
14 07 06  08 17 01  87.9670  118.3398  24.4656
14 07 06  08 18 01  87.6202  118.1402  24.4656
14 07 06  08 19 01  87.6698  118.1901  24.4694
14 07 06  08 20 01  87.6450  118.1402  24.4617
14 07 06  08 21 01  87.6945  118.3398  24.4656
